Name,Owner,Category,Description,Tags,Quantization,Max Context Tokens,Pricing Type,Pricing,Deprecated,Replaced By
google/gemini-1.5-flash,google,text-generation,"Gemini 1.5 Flash is Google's foundation model that performs well at a variety of multimodal tasks such as visual understanding, classification, summarization, and creating content from image, audio and video. It's adept at processing visual and text inputs such as photographs, documents, infographics, and screenshots.  Gemini 1.5 Flash is designed for high-volume, high-frequency tasks where cost and latency matter. ",openai; no-free-anon; multimodal; tools; cc-native; json; structured-output; ocr,,1000000,tokens,$0.0750 in/1M tokens; $0.3000 out/1M tokens,Yes,
google/gemini-1.5-flash-8b,google,text-generation,,openai; no-free-anon; multimodal; tools; cc-native; json; structured-output; ocr,,1000000,tokens,$0.0375 in/1M tokens; $0.1500 out/1M tokens,Yes,
google/gemini-2.0-flash-001,google,text-generation,,openai; no-free-anon; multimodal; tools; cc-native; json; structured-output; ocr,,1000000,tokens,$0.1000 in/1M tokens; $0.4000 out/1M tokens,Yes,google/gemini-2.5-flash
google/gemini-2.5-flash,google,text-generation,"Gemini 2.5 Flash is Google's latest thinking model, designed to tackle increasingly complex problems. It's capable of reasoning through their thoughts before responding, resulting in enhanced performance and improved accuracy.  Gemini 2.5 Flash: best for balancing reasoning and speed.",openai; no-free-anon; multimodal; tools; cc-native; json; structured-output; ocr,,1000000,tokens,$0.3000 in/1M tokens; $2.5000 out/1M tokens,,
google/gemini-2.5-pro,google,text-generation,"Gemini 2.5 Pro is Google's the most advanced thinking model, designed to tackle increasingly complex problems. Gemini 2.5 Pro leads common benchmarks by meaningful margins and showcases strong reasoning and code capabilities.  Gemini 2.5 models are thinking models, capable of reasoning through their thoughts before responding, resulting in enhanced performance and improved accuracy.  The Gemini 2.5 Pro model is now available on DeepInfra.",openai; no-free-anon; multimodal; tools; cc-native; json; structured-output; ocr,,1000000,tokens,$1.2500 in/1M tokens; $10.0000 out/1M tokens,,
google/gemma-1.1-7b-it,google,text-generation,"Gemma is an open-source model designed by Google. This is Gemma 1.1 7B (IT), an update over the original instruction-tuned Gemma release. Gemma 1.1 was trained using a novel RLHF method, leading to substantial gains on quality, coding capabilities, factuality, instruction following and multi-turn conversation quality.",openai; json,bfloat16,8192,tokens,$0.0700 in/1M tokens; $0.0700 out/1M tokens,Yes,google/gemma-3-12b-it
google/gemma-2-27b-it,google,text-generation,"Gemma is a family of lightweight, state-of-the-art open models from Google. Gemma-2-27B delivers the best performance for its size class, and even offers competitive alternatives to models more than twice its size. ",openai,bfloat16,8192,tokens,$0.2700 in/1M tokens; $0.2700 out/1M tokens,Yes,google/gemma-3-27b-it
google/gemma-2-9b-it,google,text-generation,"Gemma is a family of lightweight, state-of-the-art open models from Google. The 9B Gemma 2 model delivers class-leading performance, outperforming Llama 3 8B and other open models in its size category.",openai,bfloat16,8192,tokens,$0.0300 in/1M tokens; $0.0600 out/1M tokens,Yes,google/gemma-3-12b-it
google/gemma-3-12b-it,google,text-generation,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3-12B is Google's latest open source model, successor to Gemma 2",openai; cc-native; json; multimodal; tools; structured-output; ocr,bfloat16,131072,tokens,$0.0400 in/1M tokens; $0.1300 out/1M tokens,,
google/gemma-3-27b-it,google,text-generation,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3 27B is Google's latest open source model, successor to Gemma 2",openai; cc-native; json; tools; multimodal; structured-output; ocr,fp8,131072,tokens,$0.0800 in/1M tokens; $0.1600 out/1M tokens,,
google/gemma-3-4b-it,google,text-generation,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, and chat capabilities, including structured outputs and function calling. Gemma 3-12B is Google's latest open source model, successor to Gemma 2",openai; cc-native; multimodal; json; tools; structured-output; ocr,bfloat16,131072,tokens,$0.0400 in/1M tokens; $0.0800 out/1M tokens,,
google/veo-3.0,google,text-to-video,"Veo 3 is a state-of-the-art text-to-video model from Google that generates high-fidelity, cinematic videos with synchronized audio from a simple text prompt. It excels at creating realistic and imaginative scenes with a deep understanding of natural language and visual dynamics.",,,,output_length,$0.4000/second,,
google/veo-3.0-fast,google,text-to-video,"Veo 3 Fast is a speed-optimized version of the Veo 3 model, designed for rapid video creation. While maintaining high quality, it delivers results in a fraction of the time, making it ideal for quick iterations and dynamic content generation.",,,,output_length,$0.1500/second,,
google/veo-3.1,google,text-to-video,"Veo 3.1 is the latest text-to-video model from Google that generates high-fidelity, cinematic videos with synchronized audio from a simple text prompt. It excels at creating realistic and imaginative scenes with a deep understanding of natural language and visual dynamics.",,,,output_length,$0.4000/second,,
google/veo-3.1-fast,google,text-to-video,"Veo 3.1 is the latest text-to-video model from Google that generates high-fidelity, cinematic videos with synchronized audio from a simple text prompt. It excels at creating realistic and imaginative scenes with a deep understanding of natural language and visual dynamics.",,,,output_length,$0.1500/second,,
hexgrad/Kokoro-82M,hexgrad,text-to-speech,"Kokoro is an open-weight TTS model with 82 million parameters. Despite its lightweight architecture, it delivers comparable quality to larger models while being significantly faster and more cost-efficient. With Apache-licensed weights, Kokoro can be deployed anywhere from production environments to personal projects.",priority,,,input_character_length,$NaN/1M characters,,
intfloat/e5-base-v2,intfloat,embeddings,Text Embeddings by Weakly-Supervised Contrastive Pre-training. Model has 24 layers and 1024 out dim. ,,,512,input_tokens,$0.0050/1M tokens,,
intfloat/e5-large-v2,intfloat,embeddings,Text Embeddings by Weakly-Supervised Contrastive Pre-training. Model has 24 layers and 1024 out dim. ,,,512,input_tokens,$0.0100/1M tokens,,
intfloat/multilingual-e5-large,intfloat,embeddings,"The Multilingual-E5-large model is a 24-layer text embedding model with an embedding size of 1024, trained on a mixture of multilingual datasets and supporting 100 languages.",,fp32,512,input_tokens,$0.0100/1M tokens,,
intfloat/multilingual-e5-large-instruct,intfloat,embeddings,"The Multilingual-E5 models, initialized from XLM-RoBERTa, support up to 512 tokens per input — any longer text will be silently truncated. To ensure optimal performance, always prefix inputs with “query:” or “passage:”, as the model was explicitly trained with this format.",,,512,time,$NaN/second,,
lizpreciatior/lzlv_70b_fp16_hf,lizpreciatior,text-generation,A Mythomax/MLewd_13B-style merge of selected 70B models  A multi-model merge of several  LLaMA2 70B finetunes for roleplaying and creative work. The goal was to create a model that combines creativity with intelligence for an enhanced experience.,openai,fp16,4096,tokens,$0.3500 in/1M tokens; $0.4000 out/1M tokens,Yes,meta-llama/Llama-3.3-70B-Instruct-Turbo
mattshumer/Reflection-Llama-3.1-70B,mattshumer,text-generation,Reflection Llama-3.1 70B is trained with a new technique called Reflection-Tuning that teaches a LLM to detect mistakes in its reasoning and correct course.  The model was trained on synthetic data.,openai,bfloat16,8192,tokens,$0.3500 in/1M tokens; $0.4000 out/1M tokens,Yes,meta-llama/Meta-Llama-3.1-70B-Instruct
meta-llama/Llama-2-13b-chat-hf,meta-llama,text-generation,"Llama 2 is a collection of pretrained and fine-tuned generative text models ranging in scale from 7 billion to 70 billion parameters. This is the repository for the 7B fine-tuned model, optimized for dialogue use cases and converted for the Hugging Face Transformers format. ",openai; json,fp16,4096,tokens,$0.1300 in/1M tokens; $0.1300 out/1M tokens,Yes,meta-llama/Meta-Llama-3-8B-Instruct
meta-llama/Llama-2-70b-chat-hf,meta-llama,text-generation,LLaMa 2 is a collections of LLMs trained by Meta. This is the 70B chat optimized version. This endpoint has per token pricing.,openai; json,fp16,4096,tokens,$0.6400 in/1M tokens; $0.8000 out/1M tokens,Yes,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo
meta-llama/Llama-3.2-11B-Vision-Instruct,meta-llama,text-generation,"Llama 3.2 11B Vision is a multimodal model with 11 billion parameters, designed to handle tasks combining visual and textual data. It excels in tasks such as image captioning and visual question answering, bridging the gap between language generation and visual reasoning. Pre-trained on a massive dataset of image-text pairs, it performs well in complex, high-accuracy image analysis.  Its ability to integrate visual understanding with language processing makes it an ideal solution for industries requiring comprehensive visual-linguistic AI applications, such as content creation, AI-driven customer service, and research.",openai; cc-native; multimodal; json; structured-output; ocr,fp8,131072,tokens,$0.0490 in/1M tokens; $0.0490 out/1M tokens,,
meta-llama/Llama-3.2-1B-Instruct,meta-llama,text-generation,The Meta Llama 3.2 collection of multilingual large language models (LLMs) is a collection of pretrained and instruction-tuned generative models in 1B and 3B sizes (text in/text out).,openai; tools,bfloat16,131072,tokens,$0.0050 in/1M tokens; $0.0100 out/1M tokens,Yes,meta-llama/Llama-3.2-3B-Instruct
meta-llama/Llama-3.2-3B-Instruct,meta-llama,text-generation,The Meta Llama 3.2 collection of multilingual large language models (LLMs) is a collection of pretrained and instruction-tuned generative models in 1B and 3B sizes (text in/text out),openai; tools; json,bfloat16,131072,tokens,$0.0200 in/1M tokens; $0.0200 out/1M tokens,,
meta-llama/Llama-3.2-90B-Vision-Instruct,meta-llama,text-generation,"The Llama 90B Vision model is a top-tier, 90-billion-parameter multimodal model designed for the most challenging visual reasoning and language tasks. It offers unparalleled accuracy in image captioning, visual question answering, and advanced image-text comprehension. Pre-trained on vast multimodal datasets and fine-tuned with human feedback, the Llama 90B Vision is engineered to handle the most demanding image-based AI tasks.  This model is perfect for industries requiring cutting-edge multimodal AI capabilities, particularly those dealing with complex, real-time visual and textual analysis.",openai; multimodal; cc-native,bfloat16,32768,tokens,$0.3500 in/1M tokens; $0.4000 out/1M tokens,Yes,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8
meta-llama/Llama-3.3-70B-Instruct,meta-llama,text-generation,"Llama 3.3-70B is a multilingual LLM trained on a massive dataset of 15 trillion tokens, fine-tuned for instruction-following and conversational dialogue. The model is designed to be helpful, safe, and flexible, with a focus on responsible deployment and mitigating potential risks such as bias, toxicity, and misinformation. It achieves state-of-the-art performance on various benchmarks, including conversational tasks, language translation, and text generation.",openai; json; tools; structured-output,bfloat16,131072,tokens,$0.2300 in/1M tokens; $0.4000 out/1M tokens,Yes,meta-llama/Llama-3.3-70B-Instruct-Turbo
meta-llama/Llama-3.3-70B-Instruct-Turbo,meta-llama,text-generation,"Llama 3.3-70B Turbo is a highly optimized version of the Llama 3.3-70B model, utilizing FP8 quantization to deliver significantly faster inference speeds with a minor trade-off in accuracy. The model is designed to be helpful, safe, and flexible, with a focus on responsible deployment and mitigating potential risks such as bias, toxicity, and misinformation. It achieves state-of-the-art performance on various benchmarks, including conversational tasks, language translation, and text generation.",openai; json; tools; b200; structured-output,fp8,131072,tokens,$0.1000 in/1M tokens; $0.3200 out/1M tokens,,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,meta-llama,text-generation,"The Llama 4 collection of models are natively multimodal AI models that enable text and multimodal experiences. These models leverage a mixture-of-experts architecture to offer industry-leading performance in text and image understanding. Llama 4 Maverick, a 17 billion parameter model with 128 experts",openai; multimodal; cc-native; json; b200; structured-output; ocr,fp8,1048576,tokens,$0.1500 in/1M tokens; $0.6000 out/1M tokens,,
meta-llama/Llama-4-Maverick-17B-128E-Instruct-Turbo,meta-llama,text-generation,"The Llama 4 collection of models are natively multimodal AI models that enable text and multimodal experiences. These models leverage a mixture-of-experts architecture to offer industry-leading performance in text and image understanding. Llama 4 Maverick, a 17 billion parameter model with 128 experts",openai; b200,fp8,8192,tokens,$0.5000 in/1M tokens; $0.5000 out/1M tokens,Yes,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8
meta-llama/Llama-4-Scout-17B-16E-Instruct,meta-llama,text-generation,"The Llama 4 collection of models are natively multimodal AI models that enable text and multimodal experiences. These models leverage a mixture-of-experts architecture to offer industry-leading performance in text and image understanding. Llama 4 Scout, a 17 billion parameter model with 16 experts",openai; multimodal; cc-native; json; tools; b200; structured-output; ocr,fp8,327680,tokens,$0.0800 in/1M tokens; $0.3000 out/1M tokens,,
meta-llama/Llama-Guard-3-8B,meta-llama,text-generation,"Llama Guard 3 is a Llama-3.1-8B pretrained model, fine-tuned for content safety classification. Similar to previous versions, it can be used to classify content in both LLM inputs (prompt classification) and in LLM responses (response classification). It acts as an LLM – it generates text in its output that indicates whether a given prompt or response is safe or unsafe, and if unsafe, it also lists the content categories violated.",openai,bfloat16,131072,tokens,$0.0550 in/1M tokens; $0.0550 out/1M tokens,Yes,meta-llama/Llama-Guard-4-12B
meta-llama/Llama-Guard-4-12B,meta-llama,text-generation,"Llama Guard 4 is a natively multimodal safety classifier with 12 billion parameters trained jointly on text and multiple images. Llama Guard 4 is a dense architecture pruned from the Llama 4 Scout pre-trained model and fine-tuned for content safety classification. Similar to previous versions, it can be used to classify content in both LLM inputs (prompt classification) and in LLM responses (response classification). It itself acts as an LLM: it generates text in its output that indicates whether a given prompt or response is safe or unsafe, and if unsafe, it also lists the content categories violated.",openai; cc-native; multimodal; ocr,bfloat16,163840,tokens,$0.1800 in/1M tokens; $0.1800 out/1M tokens,,
meta-llama/Meta-Llama-3-70B-Instruct,meta-llama,text-generation,"Model Details Meta developed and released the Meta Llama 3 family of large language models (LLMs), a collection of pretrained and instruction tuned generative text models in 8 and 70B sizes.",openai; tools; json,bfloat16,8192,tokens,$0.3000 in/1M tokens; $0.4000 out/1M tokens,Yes,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo
meta-llama/Meta-Llama-3-8B-Instruct,meta-llama,text-generation,"Meta developed and released the Meta Llama 3 family of large language models (LLMs), a collection of pretrained and instruction tuned generative text models in 8 and 70B sizes.",openai; tools; json; structured-output,bfloat16,8192,tokens,$0.0300 in/1M tokens; $0.0400 out/1M tokens,,
meta-llama/Meta-Llama-3.1-405B-Instruct,meta-llama,text-generation,"Meta developed and released the Meta Llama 3.1 family of large language models (LLMs), a collection of pretrained and instruction tuned generative text models in 8B, 70B and 405B sizes",openai; tools; no-free-anon; json,fp8,32768,tokens,$0.8000 in/1M tokens; $0.8000 out/1M tokens,Yes,NousResearch/Hermes-3-Llama-3.1-405B
meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama,text-generation,"Meta developed and released the Meta Llama 3.1 family of large language models (LLMs), a collection of pretrained and instruction tuned generative text models in 8B, 70B and 405B sizes",openai; tools; json; no-free-anon; structured-output,bfloat16,131072,tokens,$0.4000 in/1M tokens; $0.4000 out/1M tokens,,
meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,meta-llama,text-generation,"Meta developed and released the Meta Llama 3.1 family of large language models (LLMs), a collection of pretrained and instruction tuned generative text models in 8B, 70B and 405B sizes",openai; json; tools; b200; structured-output,fp8,131072,tokens,$0.4000 in/1M tokens; $0.4000 out/1M tokens,,
meta-llama/Meta-Llama-3.1-8B-Instruct,meta-llama,text-generation,"Meta developed and released the Meta Llama 3.1 family of large language models (LLMs), a collection of pretrained and instruction tuned generative text models in 8B, 70B and 405B sizes",openai; tools; json; structured-output,bfloat16,131072,tokens,$0.0200 in/1M tokens; $0.0500 out/1M tokens,,
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,meta-llama,text-generation,"Meta developed and released the Meta Llama 3.1 family of large language models (LLMs), a collection of pretrained and instruction tuned generative text models in 8B, 70B and 405B sizes",openai; json; tools,fp8,131072,tokens,$0.0200 in/1M tokens; $0.0300 out/1M tokens,,
microsoft/Phi-3-medium-4k-instruct,microsoft,text-generation,"The Phi-3-Medium-4K-Instruct is a powerful and lightweight language model with 14 billion parameters, trained on high-quality data to excel in instruction following and safety measures. It demonstrates exceptional performance across benchmarks, including common sense, language understanding, and logical reasoning, outperforming models of similar size.",openai,bfloat16,4096,tokens,$0.1400 in/1M tokens; $0.1400 out/1M tokens,Yes,meta-llama/Meta-Llama-3.1-8B-Instruct
microsoft/Phi-4-multimodal-instruct,microsoft,text-generation,"Phi-4-multimodal-instruct is a lightweight open multimodal foundation model that leverages the language, vision, and speech research and datasets used for Phi-3.5 and 4.0 models. The model processes text, image, and audio inputs, generating text outputs, and comes with 128K token context length. The model underwent an enhancement process, incorporating both supervised fine-tuning, direct preference optimization and RLHF (Reinforcement Learning from Human Feedback) to support precise instruction adherence and safety measures. The languages that each modal supports are the following: - Text: Arabic, Chinese, Czech, Danish, Dutch, English, Finnish, French, German, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Russian, Spanish, Swedish, Thai, Turkish, Ukrainian - Vision: English - Audio: English, Chinese, German, French, Italian, Japanese, Spanish, Portuguese",openai; multimodal; cc-native,bfloat16,131072,tokens,$0.0500 in/1M tokens; $0.1000 out/1M tokens,Yes,google/gemma-3-12b-it
microsoft/WizardLM-2-7B,microsoft,text-generation,WizardLM-2 7B is the smaller variant of Microsoft AI's latest Wizard model. It is the fastest and achieves comparable performance with existing 10x larger open-source leading models,openai,fp16,32768,tokens,$0.0550 in/1M tokens; $0.0550 out/1M tokens,Yes,microsoft/phi-4
microsoft/WizardLM-2-8x22B,microsoft,text-generation,WizardLM-2 8x22B is Microsoft AI's most advanced Wizard model. It demonstrates highly competitive performance compared to those leading proprietary models.,openai; json; structured-output,bfloat16,65536,tokens,$0.4800 in/1M tokens; $0.4800 out/1M tokens,Yes,deepseek-ai/DeepSeek-V3.2
microsoft/phi-4,microsoft,text-generation,"Phi-4 is a model built upon a blend of synthetic datasets, data from filtered public domain websites, and acquired academic books and Q&A datasets. The goal of this approach was to ensure that small capable models were trained with data focused on high quality and advanced reasoning.",openai; json; structured-output,bfloat16,16384,tokens,$0.0700 in/1M tokens; $0.1400 out/1M tokens,,
microsoft/phi-4-reasoning-plus,microsoft,text-generation,"Phi-4-reasoning-plus is a state-of-the-art open-weight reasoning model finetuned from Phi-4 using supervised fine-tuning on a dataset of chain-of-thought traces and reinforcement learning. The supervised fine-tuning dataset includes a blend of synthetic prompts and high-quality filtered data from public domain websites, focused on math, science, and coding skills as well as alignment data for safety and Responsible AI. The goal of this approach was to ensure that small capable models were trained with data focused on high quality and advanced reasoning. Phi-4-reasoning-plus has been trained additionally with Reinforcement Learning, hence, it has higher accuracy but generates on average 50% more tokens, thus having higher latency.",openai,bfloat16,32768,tokens,$0.0700 in/1M tokens; $0.3500 out/1M tokens,Yes,microsoft/phi-4
mistralai/Devstral-Small-2505,mistralai,text-generation,"Devstral is an agentic LLM for software engineering tasks. Devstral excels at using tools to explore codebases, editing multiple files and power software engineering agents. ",openai; cc-native; tools,bfloat16,128000,tokens,$0.0600 in/1M tokens; $0.1200 out/1M tokens,Yes,mistralai/Mistral-Small-3.2-24B-Instruct-2506
mistralai/Devstral-Small-2507,mistralai,text-generation,"Devstral is an agentic LLM for software engineering tasks, making it a great choice for software engineering agents.",openai; cc-native; tools,fp8,128000,tokens,$0.0700 in/1M tokens; $0.2800 out/1M tokens,Yes,mistralai/Mistral-Small-3.2-24B-Instruct-2506
mistralai/Mistral-7B-Instruct-v0.1,mistralai,text-generation,The Mistral-7B-Instruct-v0.1 Large Language Model (LLM) is a instruct fine-tuned version of the Mistral-7B-v0.1 generative text model using a variety of publicly available conversation datasets.,openai; tools,fp16,32768,tokens,$0.0550 in/1M tokens; $0.0550 out/1M tokens,Yes,mistralai/Mistral-Small-3.2-24B-Instruct-2506
mistralai/Mistral-7B-Instruct-v0.2,mistralai,text-generation,The Mistral-7B-Instruct-v0.2 Large Language Model (LLM) is a instruct fine-tuned version of the Mistral-7B-v0.2 generative text model using a variety of publicly available conversation datasets.,openai,fp16,32768,tokens,$0.0550 in/1M tokens; $0.0550 out/1M tokens,Yes,mistralai/Mistral-Small-3.2-24B-Instruct-2506
mistralai/Mistral-7B-Instruct-v0.3,mistralai,text-generation,"Mistral-7B-Instruct-v0.3 is an instruction-tuned model, next iteration of of Mistral 7B that has larger vocabulary, newer tokenizer and supports function calling.",openai; tools,bfloat16,32768,tokens,$0.0280 in/1M tokens; $0.0540 out/1M tokens,Yes,mistralai/Mistral-Small-3.2-24B-Instruct-2506
mistralai/Mistral-Nemo-Instruct-2407,mistralai,text-generation,"12B model trained jointly by Mistral AI and NVIDIA, it significantly outperforms existing models smaller or similar in size.",openai; json; tools; structured-output,fp8,131072,tokens,$0.0200 in/1M tokens; $0.0400 out/1M tokens,,
mistralai/Mistral-Small-24B-Instruct-2501,mistralai,text-generation,"Mistral Small 3 is a 24B-parameter language model optimized for low-latency performance across common AI tasks. Released under the Apache 2.0 license, it features both pre-trained and instruction-tuned versions designed for efficient local deployment.  The model achieves 81% accuracy on the MMLU benchmark and performs competitively with larger models like Llama 3.3 70B and Qwen 32B, while operating at three times the speed on equivalent hardware.",openai; json; structured-output,fp8,32768,tokens,$0.0500 in/1M tokens; $0.0800 out/1M tokens,,
mistralai/Mistral-Small-3.1-24B-Instruct-2503,mistralai,text-generation,"Mistral Small 3.1 (2503) adds state-of-the-art vision understanding and extends context capabilities up to 128K tokens while maintaining top-tier text performance. Its 24 billion parameters and instruction fine-tuning deliver fast, local deployment for both text and vision tasks.",openai,fp8,128000,tokens,$0.0500 in/1M tokens; $0.1000 out/1M tokens,Yes,mistralai/Mistral-Small-3.2-24B-Instruct-2506
mistralai/Mistral-Small-3.2-24B-Instruct-2506,mistralai,text-generation,"Mistral-Small-3.2-24B-Instruct is a drop-in upgrade over the 3.1 release, with markedly better instruction following, roughly half the infinite-generation errors, and a more robust function-calling interface—while otherwise matching or slightly improving on all previous text and vision benchmarks.",openai; tools; multimodal; cc-native; json; structured-output; ocr,fp8,128000,tokens,$0.0750 in/1M tokens; $0.2000 out/1M tokens,,
mistralai/Mixtral-8x22B-Instruct-v0.1,mistralai,text-generation,This is the instruction fine-tuned version of Mixtral-8x22B - the latest and largest mixture of experts large language model (LLM) from Mistral AI. This state of the art machine learning model uses a mixture 8 of experts (MoE) 22b models. During inference 2 experts are selected. This architecture allows large models to be fast and cheap at inference.,openai; tools,bfloat16,65536,tokens,$0.6500 in/1M tokens; $0.6500 out/1M tokens,Yes,deepseek-ai/DeepSeek-V3.2
mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai,text-generation,Mixtral is mixture of expert large language model (LLM) from Mistral AI. This is state of the art machine learning model using a mixture 8 of experts (MoE) 7b models. During inference 2 expers are selected. This architecture allows large models to be fast and cheap at inference. The Mixtral-8x7B outperforms Llama 2 70B on most benchmarks.,openai; tools; json; structured-output,fp8,32768,tokens,$0.5400 in/1M tokens; $0.5400 out/1M tokens,,
mistralai/Voxtral-Mini-3B-2507,mistralai,automatic-speech-recognition,"Voxtral Mini is an enhancement of Ministral 3B, incorporating state-of-the-art audio input capabilities while retaining best-in-class text performance. It excels at speech transcription, translation and audio understanding.",,bf16,32768,input_length,$0.0000/second,,
mistralai/Voxtral-Small-24B-2507,mistralai,automatic-speech-recognition,"Voxtral Small is an enhancement of Mistral Small 3, incorporating state-of-the-art audio input capabilities while retaining best-in-class text performance. It excels at speech transcription, translation and audio understanding.",,bf16,32768,input_length,$0.0001/second,,
moonshotai/Kimi-K2-Instruct,moonshotai,text-generation,"Kimi K2 is a large-scale Mixture-of-Experts (MoE) language model developed by Moonshot AI, featuring 1 trillion total parameters with 32 billion active per forward pass. It is optimized for agentic capabilities, including advanced tool use, reasoning, and code synthesis. Kimi K2 excels across a broad range of benchmarks, particularly in coding (LiveCodeBench, SWE-bench), reasoning (ZebraLogic, GPQA), and tool-use (Tau2, AceBench) tasks.",openai; tools; b200; json,mixed: fp8/fp4,131072,tokens,$0.5000 in/1M tokens; $2.0000 out/1M tokens,Yes,moonshotai/Kimi-K2-Instruct-0905
moonshotai/Kimi-K2-Instruct-0905,moonshotai,text-generation,"Kimi K2 0905 is the September update of Kimi K2 0711. It is a large-scale Mixture-of-Experts (MoE) language model developed by Moonshot AI, featuring 1 trillion total parameters with 32 billion active per forward pass. It supports long-context inference up to 256k tokens, extended from the previous 128k.  This update improves agentic coding with higher accuracy and better generalization across scaffolds, and enhances frontend coding with more aesthetic and functional outputs for web, 3D, and related tasks. Kimi K2 is optimized for agentic capabilities, including advanced tool use, reasoning, and code synthesis. It excels across coding (LiveCodeBench, SWE-bench), reasoning (ZebraLogic, GPQA), and tool-use (Tau2, AceBench) benchmarks. The model is trained with a novel stack incorporating the MuonClip optimizer for stable large-scale MoE training.",openai; tools; json; structured-output,fp4,131072,tokens,$0.1500 cached/1M tokens; $0.4000 in/1M tokens; $2.0000 out/1M tokens,,
moonshotai/Kimi-K2-Thinking,moonshotai,text-generation,"Kimi K2 Thinking is the latest, most capable version of open-source thinking model developed by MoonshotAI",openai; tools; json; structured-output,fp4,131072,tokens,$0.1410 cached/1M tokens; $0.4700 in/1M tokens; $2.0000 out/1M tokens,,
nvidia/Llama-3.1-Nemotron-70B-Instruct,nvidia,text-generation,"Llama-3.1-Nemotron-70B-Instruct is a large language model customized by NVIDIA to improve the helpfulness of LLM generated responses to user queries. This model reaches Arena Hard of 85.0, AlpacaEval 2 LC of 57.6 and GPT-4-Turbo MT-Bench of 8.98, which are known to be predictive of LMSys Chatbot Arena Elo.  As of 16th Oct 2024, this model is #1 on all three automatic alignment benchmarks (verified tab for AlpacaEval 2 LC), edging out strong frontier models such as GPT-4o and Claude 3.5 Sonnet.",openai; json; tools; structured-output,fp8,131072,tokens,$1.2000 in/1M tokens; $1.2000 out/1M tokens,,
nvidia/Llama-3.3-Nemotron-Super-49B-v1.5,nvidia,text-generation,"Llama-3.3-Nemotron-Super-49B-v1.5 is a large language model (LLM) optimized for advanced reasoning, conversational interactions, retrieval-augmented generation (RAG), and tool-calling tasks. Derived from Meta's Llama-3.3-70B-Instruct, it employs a Neural Architecture Search (NAS) approach, significantly enhancing efficiency and reducing memory requirements. ",openai; tools; json; structured-output,fp8,131072,tokens,$0.1000 in/1M tokens; $0.4000 out/1M tokens,,
nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL,nvidia,text-generation,"The model is an auto-regressive vision language model that uses an optimized transformer architecture. The model enables multi-image reasoning and video understanding, along with strong document intelligence, visual Q&A and summarization capabilities.",openai; multimodal; cc-native; ocr,fp8,131072,tokens,$0.2000 in/1M tokens; $0.6000 out/1M tokens,,
nvidia/NVIDIA-Nemotron-Nano-9B-v2,nvidia,text-generation,"NVIDIA-Nemotron-Nano-9B-v2 is a large language model (LLM) trained from scratch by NVIDIA, and designed as a unified model for both reasoning and non-reasoning tasks. It responds to user queries and tasks by first generating a reasoning trace and then concluding with a final response.  The model's reasoning capabilities can be controlled via a system prompt. If the user prefers the model to provide its final answer without intermediate reasoning traces, it can be configured to do so.",openai; tools; json; structured-output,bfloat16,131072,tokens,$0.0400 in/1M tokens; $0.1600 out/1M tokens,,
nvidia/Nemotron-4-340B-Instruct,nvidia,text-generation,"Nemotron-4-340B-Instruct is a chat model intended for use for the English language, designed for Synthetic Data Generation",openai; tools,bfloat16,4096,tokens,$4.2000 in/1M tokens; $4.2000 out/1M tokens,Yes,NousResearch/Hermes-3-Llama-3.1-405B
openai/clip-vit-base-patch32,openai,zero-shot-image-classification,"The CLIP model was developed by OpenAI to investigate the robustness of computer vision models. It uses a Vision Transformer architecture and was trained on a large dataset of image-caption pairs. The model shows promise in various computer vision tasks but also has limitations, including difficulties with fine-grained classification and potential biases in certain applications.",,,,time,$NaN/second,,
openai/clip-vit-large-patch14-336,openai,zero-shot-image-classification,"A zero-shot-image-classification model released by OpenAI.
The clip-vit-large-patch14-336 model was trained from scratch on an unknown dataset and achieves unspecified results on the evaluation set. The model's intended uses and limitations, as well as its training and evaluation data, are not provided. The training procedure used an unknown optimizer and precision, and the framework versions included Transformers 4.21.3, TensorFlow 2.8.2, and Tokenizers 0.12.1.",,,,time,$NaN/second,,
